PageURL,Title,CreationDate,Seccion,Subseccion,Contenido,WikipageID,LastModified
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Human rights , Disasters ,"Tailings deposits tend to be located in rural areas or near marginalized communities, such as indigenous communities. The Global Industry Standard on Tailings Management recommends that ""a human rights due diligence process is required to identify and address those that are most at risk from a tailings facility or its potential failure.""",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Disasters ,"Historically, tailings were disposed of in the most convenient manner, such as in downstream running water or down drains. Because of concerns about these sediments in the water and other issues, tailings ponds came into use.  The sustainability challenge in the management of tailings and waste rock is to dispose of material, such that it is inert or, if not, stable and contained, to minimise water and energy inputs and the surface footprint of wastes and to move toward finding alternate uses.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Tailings dams and ponds ,"Bounded by impoundments (an impoundment is a dam), these dams typically use ""local materials"" including the tailings themselves, and may be considered embankment dams. Traditionally, the only option for tailings storage was to contain the tailings slurry with locally available earthen materials. This slurry is a dilute stream of the tailings solids within water that was sent to the tailings storage area. The modern tailings designer has a range of tailings products to choose from depending upon how much water is removed from the slurry prior to discharge.  It is increasingly common for tailings storage facilities to require special barriers like Bituminous Geomembranes (BGMs) to contain liquid tailings slurries and prevent impact to the surrounding environment. The removal of water not only can create a better storage system in some cases (e.g. dry stacking, see below) but can also assist in water recovery which is a major issue as many mines are in arid regions. In a 1994 description of tailings impoundments, however, the U.S. EPA stated that dewatering methods may be prohibitively expensive except in special circumstances. Subaqueous storage of tailings has also been used.Tailing ponds are areas of refused mining tailings where the waterborne refuse material is pumped into a pond to allow the sedimentation (meaning separation) of solids from the water. The pond is generally impounded with a dam, and known as tailings impoundments or tailings dams. It was estimated in 2000 that there were about 3,500 active tailings impoundments in the world. The ponded water is of some benefit as it minimizes fine tailings from being transported by wind into populated areas where the toxic chemicals could be potentially hazardous to human health; however, it is also harmful to the environment. Tailing ponds are often somewhat dangerous because they attract wildlife such as waterfowl or caribou as they appear to be a natural pond, but they can be highly toxic and harmful to the health of these animals. Tailings ponds are used to store the waste made from separating minerals from rocks, or the slurry produced from tar sands mining. Tailings are sometimes mixed with other materials such as bentonite to form a thicker slurry that slows the release of impacted water to the environment. There are many different subsets of this method, including valley impoundments, ring dikes, in-pit impoundments, and specially dug pits. The most common is the valley pond, which takes advantage of the natural topographical depression in the ground. Large earthen dams may be constructed and then filled with the tailings. Exhausted open pit mines may be refilled with tailings. In all instances, due consideration must be made to contamination of the underlying water table, amongst other issues. Dewatering is an important part of pond storage, as the tailings are added to the storage facility the water is removed – usually by draining into decant tower structures. The water removed can thus be reused in the processing cycle. Once a storage facility is filled and completed, the surface can be covered with topsoil and revegetation commenced. However, unless a non-permeable capping method is used, water that infiltrates into the storage facility will have to be continually pumped out into the future.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Paste tailings ,Paste tailings is a modification to the conventional methods of disposal of tailings (pond storage). Conventional tailings slurries are composed of a low percent of solids and relatively high water content (normally ranging from 20% to 60% solids for most hard rock mining) and when deposited into the tailings pond the solids and liquids separate. In paste tailings the percent of solids in the tailings slurry is increased through the use of paste thickeners to produce a product where the minimal separation of water and solids occurs and the material is deposited into a storage area as a paste (with a consistency somewhat like toothpaste). Paste tailings has the advantage that more water is recycled in the processing plant and therefore the process is more water efficient than conventional tailings and there is a lower potential for seepage. However the cost of the thickening is generally higher than for conventional tailings and the pumping costs for the paste are also normally higher than for conventional tailings as positive displacement pumps are normally required to transport the tailings from the processing plant to the storage area. Paste tailings are used in several locations around the world including Sunrise Dam in Western Australia and Bulyanhulu Gold Mine in Tanzania.,469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Dry stacking ,"Tailings do not have to be stored in ponds or sent as slurries into oceans, rivers or streams. There is a growing use of the practice of dewatering tailings using vacuum or pressure filters so the tailings can then be stacked. This saves water which potentially reduces the impacts on the environment in terms of a reduction in the potential seepage rates, space used, leaves the tailings in a dense and stable arrangement and eliminates the long-term liability that ponds leave after mining is finished. However although there are potential merits to dry stacked tailings these systems are often cost prohibitive due to increased capital cost to purchase and install the filter systems and the increase in operating costs (generally associated electricity consumption and consumables such as filter cloth) of such systems.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Storage in underground workings ,"While disposal into exhausted open pits is generally a straightforward operation, disposal into underground voids is more complex. A common modern approach is to mix a certain quantity of tailings with waste aggregate and cement, creating a product that can be used to backfill underground voids and stopes. A common term for this is HDPF – High Density Paste Fill. HDPF is a more expensive method of tailings disposal than pond storage, however it has many other benefits – not just environmental but it can significantly increase the stability of underground excavations by providing a means for ground stress to be transmitted across voids – rather than having to pass around them – which can cause mining induced seismic events like that suffered previously at the Beaconsfield Mine Disaster.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Riverine tailings ,"Usually called RTD – Riverine Tailings Disposal. In most environments, not a particularly environmentally sound practice, it has seen significant utilisation in the past, leading to such spectacular environmental damage as done by the Mount Lyell Mining and Railway Company in Tasmania to the King River, or the poisoning from the Panguna mine on Bougainville Island, which led to large-scale civil unrest on the island, and the eventual permanent closing of the mine.As of 2005, only three mines operated by international companies continued to use river disposal: The Ok Tedi mine, the Grasberg mine and the Porgera mine, all on New Guinea. This method is used in these cases due to seismic activity and landslide dangers which make other disposal methods impractical and dangerous.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Submarine tailings ,"Commonly referred to as STD (Submarine Tailings Disposal) or DSTD (Deep Sea Tailings Disposal). Tailings can be conveyed using a pipeline then discharged so as to eventually descend into the depths. Practically, it is not an ideal method, as the close proximity to off-shelf depths is rare. When STD is used, the depth of discharge is often what would be considered shallow, and extensive damage to the seafloor can result due to covering by the tailings product. It is also critical to control the density and temperature of the tailings product, to prevent it from travelling long distances, or even floating to the surface. This method is used by the gold mine on Lihir Island; its waste disposal has been viewed by environmentalists as highly damaging, while the owners claim that it is not harmful.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Phytostabilisation ,"Phytostabilisation is a form of phytoremediation that uses hyperaccumulator plants for long-term stabilisation and containment of tailings, by sequestering pollutants in soil near the roots. The plant's presence can reduce wind erosion, or the plant's roots can prevent water erosion, immobilise metals by adsorption or accumulation, and provide a zone around the roots where the metals can precipitate and stabilise. Pollutants become less bioavailable and livestock, wildlife, and human exposure is reduced. This approach can be especially useful in dry environments, which are subject to wind and water dispersion.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Different methods ,"Considerable effort and research continues to be made into discovering and refining better methods of tailings disposal. Research at the Porgera Gold Mine is focusing on developing a method of combining tailings products with coarse waste rock and waste muds to create a product that can be stored on the surface in generic-looking waste dumps or stockpiles. This would allow the current use of riverine disposal to cease. Considerable work remains to be done. However, co-disposal has been successfully implemented by several designers including AMEC at, for example, the Elkview Mine in British Columbia.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Pond reclamation by microbiology ,"During extraction of the oil from oil sand, tailings consisting of water, silt, clays and other solvents are also created. This solid will become mature fine tailings by gravity. Foght et al (1985) estimated that there are 103 anaerobic heterotrophs and 104 sulfate-reducing prokaryotes per milliliter in the tailings pond, based on conventional most probable number methods. Foght set up an experiment with two tailings ponds and an analysis of the archaea, bacteria, and the gas released from tailings ponds showed that those were methanogens. As the depth increased, the moles of CH4 released actually decreased.Siddique (2006, 2007) states that methanogens in the tailings pond live and reproduce by anaerobic degradation, which will lower the molecular weight from naphtha to aliphatic, aromatic hydrocarbons, carbon dioxide and methane. Those archaea and bacteria can degrade the naphtha, which was considered as waste during the procedure of refining oil. Both of those degraded products are useful. Aliphatic, aromatic hydrocarbons and methane can be used as fuel in the humans' daily lives. In other words, these methanogens improve the coefficient of utilization. Moreover, these methanogens change the structure of the tailings pond and help the pore water efflux to be reused for processing oil sands. Because the archaea and bacteria metabolize and release bubbles within the tailings, the pore water can go through the soil easily. Since they accelerate the densification of mature fine tailings, the tailings ponds are enabled to settle the solids more quickly so that the tailings can be reclaimed earlier. Moreover, the water released from the tailings can be used in the procedure of refining oil. Reducing the demand of water can also protect the environment from drought.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, Storage methods , Reprocessing ,"As mining techniques and the price of minerals improve, it is not unusual for tailings to be reprocessed using new methods, or more thoroughly with old methods, to recover additional minerals. Extensive tailings dumps of Kalgoorlie / Boulder in Western Australia were re-processed profitably in the 1990s by KalTails Mining.A machine called the PET4K Processing Plant has been used in a variety of countries for the past 20 years to remediate contaminated tailings.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, International policy , Reprocessing ,"The UN and business communities developed an international standard for tailings management in 2020 after the critical failure of the Brumadinho dam disaster. The program was convened by United Nations Environment Programme (UNEP), International Council on Mining and Metals (ICMM) and the Principles for Responsible Investment.",469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, See also , Reprocessing ,Coal slurry impoundment Landfarming Mine closure planning Mine reclamation Spoil tip Oil sands tailings ponds,469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Tailings,Tailings,2023-11-05T09:20:08Z, External links , Reprocessing ,Atlas of Australian Mine Waste Global Tailings Portal Tailings Info site Extox.net Submarine Tailings Disposal at the Mineral Policy Institute Carbon sequestration in mine tailings,469762,2023-11-05T09:20:08Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z,,,"Dirt  is an unclean matter, especially when in contact with a person's clothes, skin, or possessions. In such cases, they are said to become dirty. Common types of dirt include: Debris: scattered pieces of waste or remains Dust: a general powder of organic or mineral matter Filth: foul matter such as excrement Grime: a black, ingrained dust such as soot Soil: the mix of clay, sand, and humus which lies on top of bedrock.  The term 'soil' may be used to refer to unwanted substances or dirt that are deposited onto surfaces such as clothing.",24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, Exhibitions and studies ,,A season of artworks and exhibits on the theme of dirt was sponsored by the Wellcome Trust in 2011.  The centrepiece was an exhibition at the Wellcome Collection showing pictures and histories of notable dirt such as the great dust heaps at Euston and King's Cross in the 19th century and the Fresh Kills landfill which was once the world's largest landfill.,24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, Cleaning ,,"When things are dirty, they are usually cleaned with solutions like hard surface cleaner and other chemical solutions; much domestic activity is for this purpose—washing, sweeping, and so forth.In a commercial setting, a dirty appearance gives a bad impression. An example of such a place is a restaurant. The dirt in such cases may be classified as temporary, permanent, and deliberate. Temporary dirt is streaks and detritus that may be removed by ordinary daily cleaning. Permanent dirt is ingrained stains or physical damage to an object, which requires major renovation to remove. Deliberate dirt is that which results from design decisions such as decor in dirty orange or grunge styling.",24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, Disposal ,,"As cities developed, arrangements were made for the disposal of trash through the use of waste management services. In the United Kingdom, the Public Health Act 1875 required households to place their refuse into a container that could be moved so that it could be carted away.  This was the first legal creation of the dustbin.",24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, Health ,,"Modern society is now thought to be more hygienic.  Lack of contact with microorganisms in dirt when growing up is hypothesised to be the cause of the epidemic of allergies such as asthma.  The human immune system requires activation and exercise in order to function properly and exposure to dirt may achieve this. For example, the presence of staphylococcus bacteria on the surface of the skin regulates the inflammation which results from injury.Even when no visible dirt is present, contamination by microorganisms, especially pathogens, can still cause an object or location to be considered dirty. For example, computer keyboards are especially dirty as they contain on average 70 times more microbes than a lavatory seat.People and animals may eat dirt. This is thought to be caused by mineral deficiency and so the condition is commonly seen in pregnant women.",24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, Neurosis ,,"People may become obsessed by dirt and engage in fantasies and compulsive behaviour about it, such as making and consuming mud pies and pastries.  The source of such thinking may be genetic, as the emotion of disgust is common and the location for this activity in the brain has been proposed.",24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, See also ,,Cleaner,24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, Further reading ,,"Terence McLaughlin (1971), Dirt: a social history as seen through the uses and abuses of dirt, Stein and Day, ISBN 9780812814125 Suellen Hoy (1996), Chasing Dirt: The American Pursuit of Cleanliness, Oxford University Press, ISBN 9780195111286 Pamela Janet Wood (2005), Dirt: filth and decay in a new world arcadia, Auckland University Press, ISBN 9781869403485 Ben Campkin, Rosie Cox (2007), Dirt: new geographies of cleanliness and contamination, I.B. Tauris, ISBN 9781845116729 Virginia Smith; et al. (2011), Dirt: The Filthy Reality of Everyday Life, Profile Books Limited, ISBN 9781846684791",24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Dirt,Dirt,2023-10-12T15:38:48Z, External links ,,Media related to Dirtiness at Wikimedia Commons Dirt season at the Wellcome Collection,24494046,2023-10-12T15:38:48Z
https://en.wikipedia.org/wiki/Chat_(mining),Chat (mining),2023-09-26T23:25:36Z,,,"Chat is fragments of siliceous rock, limestone, and dolomite waste rejected in the lead-zinc milling operations that accompanied lead-zinc mining in the first half of the 20th century. Historic lead and zinc mining in the Midwestern United States was centered in two major areas: the tri-state area covering more than 2,500 square miles (6,500 km2) in southwestern Missouri, southeastern Kansas, and northeastern Oklahoma and the Old Lead Belt covering about 110 square miles (280 km2) in southeastern Missouri. The first recorded mining occurred in the Old Lead Belt in about 1742. The production increased significantly in both the tri-state area and the Old Lead Belt during the mid-19th century and lasted up to 1970.",5625377,2023-09-26T23:25:36Z
https://en.wikipedia.org/wiki/Chat_(mining),Chat (mining),2023-09-26T23:25:36Z, Cleanup ,,"Currently production still occurs in a third area, the Viburnum Trend, in southeastern Missouri. Mining and milling of ore produced more than 500 million tons of wastes in the tri-state area and about 250 million tons of wastes in the Old Lead Belt. More than 75 percent of this waste has been removed, with some portion of it used over the years. Today, approximately 100 million tons of chat remain in the tri-state area. The EPA, the states of Oklahoma, Kansas, and Missouri, local communities, and private companies continue to work together in implementing and monitoring response actions that reduce or remove potential adverse impacts posed by remaining mine wastes contaminated with lead, zinc, cadmium, and other metals.",5625377,2023-09-26T23:25:36Z
https://en.wikipedia.org/wiki/Chat_(mining),Chat (mining),2023-09-26T23:25:36Z, Ore processing ,,Ore production consisted of crushing and grinding the rock to standard sizes and separating the ore. Ore processing was accomplished in either a dry gravity separation or through a wet washing or flotation separation. Dry processes produced a fine gravel waste commonly called “chat.” The wet processes resulted in the creation of tailing ponds used to dispose of waste material after ore separation. The wastes from wet separation are typically sand and silt size and are called “tailings.” Milling produces large chat waste piles and flat areas with tailings deposited in impoundments. Tailings generally contain higher concentrations of heavy metals and therefore present a higher risk to human health and the environment through direct contact. Chat typically ranges in diameter from 1/4 to 5/8 inch. Intermingled material such as sands measure 0.033-0.008 inches in diameter and fine tailings are less than 0.008 inches (0.20 mm) in diameter.,5625377,2023-09-26T23:25:36Z
https://en.wikipedia.org/wiki/Chat_(mining),Chat (mining),2023-09-26T23:25:36Z, Uses ,,"Although poisonous, chat can be used to improve traction on snow-covered roads; as gravel; and as construction aggregate, principally for railroad ballast, highway construction, and concrete production.",5625377,2023-09-26T23:25:36Z
https://en.wikipedia.org/wiki/Chat_(mining),Chat (mining),2023-09-26T23:25:36Z, External links ,,The Creek Runs Red site for Independent Lens on PBS Oklahoma Department of Mines website EPA Tri-state Mining District chat regulations,5625377,2023-09-26T23:25:36Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z,,,"Whitechapel Mount was a large artificial mound of disputed origin.  A prominent landmark in 18th century London, it stood in the Whitechapel Road beside the newly constructed London Hospital,  being not only older, but significantly taller. It was crossed by tracks, served as a scenic viewing-point (and a hiding place for stolen goods), could be ascended by horses and carts, and supported some trees and formal dwelling-houses.  It has been interpreted as: a defensive fortification in the English Civil War; a burial place for victims of the Great Plague; rubble from the Great Fire of London; and as a laystall (hence it was sometimes called Whitechapel Dunghill).  Possibly all of these theories are true to some extent. Whitechapel Mount was physically removed around 1807.  Because Londoners widely believed in the ""Great Fire rubble"" theory, the remains were sifted by antique hunters, and some sensational finds were claimed.  It survives in its present-day placename Mount Terrace, E1.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Location , Neighbourhood ,"Whitechapel Mount was on the south side of the Whitechapel Road, on the ancient route from the City of London to Mile End, Stratford, Colchester and Harwich.  In the 18th century and later the surroundings were mostly fields: grazing for cows or market gardens.Leaving London, a traveller would pass the church of St Mary Matfelon (origin of the name ""white chapel"") on the right, then a windmill, before arriving at the Mount.  Across the Whitechapel Road was a burying ground and the Ducking Pond.  Further east, at the turnpike, the name changed to Mile End Road, with Dog Row (today Cambridge Heath Road) branching off to Bethnal Green. According to John Strype (1720) the neighbourhood was a busy one, with good inns for travellers in Whitechapel and good houses for sea captains in Mile End. Even so, said Strype, the Whitechapel Road was ""pestered"" by illegally built, poor quality dwellings.Another source said it was infested by highwaymen, footpads and riff-raff of all kinds who preyed on travellers to and from London.  News and court reports speak of murders and robberies.   In two Old Bailey cases stolen property was buried in, and recovered from, Whitechapel Mount.  It was a place of resort for pugilists and dog-fighters.From the summit of Whitechapel Mount an extensive view of the hamlets of Limehouse, Shadwell, and Ratcliff could be obtained.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Location , On maps ,"Whitechapel Mount's position is first depicted in a 1673 building plan by Sir Christopher Wren, where he refers to it as ""the mud wall called the Fort"".  In Joel Gascoyne's survey of the parish of Stepney (1703) it is called The Dunghill: it is at least 400 yards long, and is crossed not only by a path, but a road. In John Rocque's map of London (1746) it has been horizontally truncated, but is shown with substantial elevation, with at least one dwelling-house – if not a terrace of houses – on its western end.  In Richard Blome's map of 1755 it has a large dwelling-house with front drive and appears alongside the newly built London Hospital.  In John Cary's 1795 map its western portion has been truncated by the newly built New Road, but appears to have a substantial building in its northwest corner.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Possible origins , Civil War fortification ,"In 1643 London was hastily fortified against the Royalist armies, for ""there is terrible news that [Prince] Rupert will sack it and so a complete and sufficient dike and earthern wall and bulwarks must be made"".Twenty-three or 24 earthen forts were built at intervals around the city and its main suburbs; neighbouring forts were in sight of one another. These forts were manned by volunteers e.g. men too old to be in the regular militia; local innkeepers were ordered to provide them with food. The forts were interconnected by an earth bank and trench, dug by ""great numbers of men, women and young children"".  All social classes joined in the labour: The completed ring was 18 miles in circumference.  A visiting Scotsman walked it; it took him 12 hours.Fort No.2, officially a hornwork with two flanks, commanded the Whitechapel Road.  The Scottish traveller, who inspected it, said it was a ""nine angled fort only pallosaded and single ditched and planted with seven pieces of brazen ordnance [brass cannon], and a court du guard [guardhouse] composed of timber and thatched with tyle stone as all the rest are"".  There was a trench around its base.Daniel Lysons said the earthwork at Whitechapel was 329 foot long, 182 foot broad and more than 25 foot above ground level.After the civil war these fortifications were swiftly removed because they spoiled productive agricultural land.  However traces remained and one of these was Whitechapel Mount.   Wrote Lysons (1811): ""The east end was till of late years very perfect; on the west side some houses had been built. The surface on the top, except where it had been dug away, was perfectly level.  Mount Street, Mayfair, is another relict name of one of these civil war forts.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Possible origins , Great Plague burial ground ,"In the bubonic epidemic of 1665 an estimated 70,000-100,000 Londoners died of the plague. Aldgate, Whitechapel and Stepney were badly affected.  This placed a strain on the burial facilities and some were buried in mass graves.Official mass graves were made by opening a deep pit and leaving it open for as long as it took to fill with cadavers, which was done downwind. The number of lost plague pits in London is commonly exaggerated — most mass graves were actually in pre-existing churchyards .  However there were some gaps in the records and ""undoubtedly some temporary and irregular plague burial sites"". Those willing to man the dead carts (and dispose of the corpses) were not fastidious; a contemporary said they were ‘very idle base liveing men and very rude"", drawing attention to their task by swearing and cursing.No contemporaneous record confirms corpses were officially buried in Whitechapel Mount.  It is known that there were several burial grounds or plague pits in the vicinity e.g. across the road.  Whether the mound was used as a burial ground has been disputed.  According to popular tradition, it was.  In one version, Whitechapel Mount's origin was that rubble from the Fire of London was thrown over a plague pit to cover it up.  These rumours were denied by the authorities when they proposed to remove Whitechapel Mount; they had it ""pierced"" in an effort to refute them. The clearest reputable source is the author Joseph Moser, who wrote In the course of last summer [1802], when part of the rubbish of [Whitechapel Mount] had just been removed, I had the curiosity to inspect the place, and observed in the different strata a great number of human bones, together with those, apparently, of different animals, oxen, or cows, and sheep’s horns, bricks, tiles, &c. The bones and other exuvia of animals were in many places, especially towards the bottom, bedded in a stiff, viscid earth, of the blueish colour and consistence of potter's clay, which was unquestionably the original ground, thrown into different directions, as different interments operated upon its surface.  A complication is that the London Hospital itself may have used the Mount for burials: a hospital history says that by 1764 ""The Mount Burying Ground was full"".",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Possible origins , Great Fire detritus ,"The Great Fire of London occurred the year after the plague. The nearest burnt environment was a mile away.  Even so, respectable sources asserted that Whitechapel Mount was formed or augmented from rubble from the Fire of London, including Dr Markham the rector of Whitechapel Church, who took pains to investigate the subject.  This origin theory was widely believed, though some denied it.  When the Mount was dismantled in the 19th century the belief attracted flocks of antique hunters; see below.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Possible origins , Laystall ,"The above theories about the origin of Whitechapel Mount, by themselves, may not account for its sheer size as shown in the maps and illustrations cited. A laystall was an open rubbish tip; towns relied on them for disposing of garbage, and did so until the sanitary landfills of the 20th century.  By legislation of October 1671 seven laystalls were appointed for the City of London.  All street sweepings and household rubbish was to be collected in carts and had to be tipped in one of these, and nowhere else.  One of them was Whitechapel Mount: it was to receive the rubbish from the wards of Portsoken, Tower, Duke's Place and Lime Street. However, a laystall was more than a passive tip: it was a business.  Its proprietor employed gangs of men, women and boys to sort the rubbish and recycle it. Without him, nothing prevented indiscriminate fly-tipping and random lateral spread onto adjoining properties. William Guy who investigated the laystalls of mid-19th century London reported In most of the laystalls or dustmen's yards, every species of refuse matter is collected and deposited:– nightsoil, the decomposing refuse of markets, the sweepings of narrow streets and courts, the sour-smelling grains from breweries, the surface soil of the leading thoroughfares, and the ashes from the houses. The proportion in which these several matters are collected, vary...  In all these establishments the bulk of the deposits consists of dust from the houses, which is sifted on the spot by women and boys seated on the dust-heaps, assisted by men who are engaged in filling the sieves, sorting the heterogeneous materials, or removing and carting them away. While the legislation speaks of ""dung, soil, filth and dirt"", most domestic refuse (by volume) comprised household dust typically coal ash – hence the expression ""dustman"" – and this could be used for making bricks.  At the close of the 18th century there was a tremendous demand for bricks to build the rapidly expanding London;  ""At night, a 'ring of fire' and pungent smoke encircled the City""; there were numerous local brickfields e.g. at Mile End.  An Old Bailey case of 1809 records that bricks were being delivered from the diminishing Whitechapel Mount.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Removal , Laystall ,"The construction of the East and West India Docks early in the nineteenth century caused roads to be made through the low marshy fields extending from Shadwell and Ratcliff to Whitechapel. New Street/Cannon Street Road, leading from Whitechapel Mount to St George in the East so increased the value of the land on each side of it, that the Corporation of London decided to take down the Mount. This occurred in 1807–8, and Mount Place, Mount Terrace, and Mount Street were then built on that site, thus marking the spot where the Mount stood.The process took several years, efforts at first being desultory.  There was even a proposal – a prefiguring of the Regent's Canal – to bring a canal from Paddington to the docks at Wapping by passing through Whitechapel Mount.The soil of the Mount was used to make bricks, see above, and these were delivered to e.g. Wentworth Street, Bethnal Green and ""Hanbury's Brewhouse"" (the Black Eagle Brewery), buildings that stand today.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Removal , Antique hunters ,"Believing it to contain detritus from the Fire of London, flocks of cockney enthusiasts examined the Mount's soil. Various antiques were found in it – or alleged to be found in it, since it gave them provenance – including a silver tankard and a Roman coin.The most spectacular find was a carved boar's head with silver tusks; it was, said reputable antiquarians, an authentic memento of the Boar's Head Inn, Eastcheap: a setting for Shakespeare plays, Falstaff, Mistress Quickly and so forth, and genuinely burnt down in the Fire of London.",65288458,2023-09-18T22:08:08Z
https://en.wikipedia.org/wiki/Whitechapel_Mount,Whitechapel Mount,2023-09-18T22:08:08Z, Archaeology , Antique hunters ,"For lack of access, there has been no systematic archaeological investigation of the site.  However, redevelopment of the Royal London Hospital has allowed occasional glimpses. Mackinder (1994), London Hospital Medical College, Newark Building, Grid Reference TQ3456815: Evaluation produced evidence of a deep cut feature on the alignment of the English Civil War defences. A subsequent excavation found the feature to be a ditch, 5.5m wide and 1.4m deep, filled with waterlain silts (the earliest dating to the 17th century), which was backfilled in the late 18th century. Other activity consisted of an undated drainage channel. Later, there were two post holes possibly forming a fence-line and possibly associated with a rutted gravel surface that post-dated the infilling of the ditch. A large quantity of post-medieval red ware sugar cone moulds and collecting jars were recovered from the infilling of the ditch and later levelling of the site. Aitken (2005), The Front Green, Royal London Hospital, Grid Reference TQ347816: Post-medieval deposits, ashy fill deposits were recorded below the cellars of former terrace houses facing Whitechapel Road. Extensive fill deposits may indicate quarrying, which took place after a successful petition to flatten the Mount fort by the hospital authorities at the end of the 18th century. There is no trace of a former burial ground on the site prior to that date and no disturbed graves or disarticulated human bone was recovered. A rise in the ground level to a metre above that of the surrounding Whitechapel and New Roads indicates a topographic replacement of the Mount as an elevated feature and the same rise is reflected along the 19th century Mount Terrace. No significant archaeological deposits were observed.",65288458,2023-09-18T22:08:08Z
