Seccion,Subseccion,Contenido
 Regulatory framework , History of regulation ,"However, there were several pollution enforcement cases in the 1960s and 1970s where the law was cited for broader pollution control objectives, prior to passage of the 1972 Clean Water Act.By the mid-20th century, water pollution laws in the United States began to include health- and use-based standards to protect environmental and economic interests. In 1948 Congress passed the Federal Water Pollution Control Act (FWPCA)."
 Regulatory framework , History of regulation ,"The law authorized the Surgeon General and the Public Health Service to develop programs to combat pollution that was harming surface and underground water sources, but did not create any new regulatory or enforcement authority for pollution control. The FWPCA also authorized cooperation between federal and state agencies to construct municipal sewage treatment plants. The Water Quality Act of 1965 required states to issue water quality standards for interstate waters, and authorized the newly created Federal Water Pollution Control Administration to set standards where states failed to do so."
 Regulatory framework , History of regulation ,"No mechanism for federal enforcement was established.The 1966 Clean Water Restoration Act authorized a study to determine the effects of pollution on wildlife, recreation, and water supplies. The Act also set forth guidelines for abatement of water that may flow into international territory and prohibited the dumping of oil into navigable waters of the United States.The Water Quality Improvement Act of 1970 required the development of certain water quality standards and expanded federal authority in upholding the standards. The most substantial amendments to the FWPCA occurred in 1972 and became known as the Clean Water Act."
 Regulatory framework , Clean Water Act ,"Point source water pollution is largely regulated through the Clean Water Act, which gives the EPA the authority to set limits on the acceptable amount of pollutants that can be discharged into waters of the United States. The 1972 law also created federal authority for a permit system—NPDES—to enforce the pollution standards."
 Regulatory framework , Clean Water Act ,"The Act broadly defines a pollutant as any type of industrial, municipal, and agricultural waste discharged into water, such as: dredged soil, solid waste, incinerator residue, sewage, garbage, sewage sludge, munitions, chemical wastes, biological materials, radioactive materials, heat, wrecked or discarded equipment, rock, sand, cellar dirt and industrial, municipal, and agricultural waste. Point source water pollution is discharged into waters through both direct and indirect methods."
 Regulatory framework , Direct dischargers ,"Direct discharges are pollutants that are discharged directly to a surface water body. To legally discharge pollutants directly into a waterbody, a facility—municipal, industrial, commercial or government-owned—must obtain a National Pollution Discharge Elimination System (NPDES) permit from EPA or a state agency."
 Regulatory framework , NPDES Permit Program ,"The NPDES permit program sets limits on the amount of pollutants that can be discharged into a waterbody. Technology based effluent limits establish a minimum level of pollution controls for all point source discharges. If technology based limits are not sufficient to protect a particular water body, then water quality based effluent limits are developed for facilities discharging to that water body. PermitsIndividual states are authorized by the EPA to issue permits when they have demonstrated that their program is at least as stringent as the EPA's program."
 Regulatory framework , NPDES Permit Program ,"States perform the day-to-day issuance of permits and oversight of the program while the EPA provides review and guidance to the states. All NPDES permits must contain a ""specific, numeric, measurable set of limits on the amount of various pollutants that can appear in the wastewater discharged by the facility into the nation's waters"" as well as guidelines on how often monitoring should be performed and what ""sampling and analytic techniques should be used."" Types of permitsIndividual – A unique permit is issued for each discharger."
 Regulatory framework , NPDES Permit Program ,"General – A single permit that covers a large number of similar dischargers in a specific geographic area. Examples include the EPA Vessels General Permit and industrial stormwater general permits.Permitting processThe authorized permit issuing body receives and reviews the permit application. The technology-based and water quality-based effluent limits are developed and then compared to determine which is the more stringent, which is then used as the effluent limit for the permit. Monitoring requirements, special conditions, and standard conditions for each pollutant are developed and the permit is then issued and its requirements are implemented."
 Regulatory framework , NPDES Permit Program ,"Technology-based requirements: A minimum level of treatment based on available treatment technologies is required for discharged pollutants, however, a discharger may use any available treatment technologies to meet the limits. The effluent limits are derived from different standards for different discharges: Municipal discharges (POTW): National secondary treatment standards define limits of biological treatment standards based on biochemical oxygen demand (BOD), total suspended solids (TSS), and pH balance. Industrial and other non-municipal discharges: Limits for many industrial dischargers are based on national standards for issued for specific categories, such as chemical plants, paper mills, and electric power plants (see Effluent guidelines)."
 Regulatory framework , NPDES Permit Program ,"EPA issues these limitations based on the performance of pollution control and prevention technologies. For existing dischargers, this level of treatment is equivalent to ""Best Available Technology Economically Achievable"" (BAT) and for new discharges, the treatment level is ""New Source Performance Standards"" (NSPS). If there is no applicable national standard (effluent guideline regulation) for a particular facility, the NPDES permit agency develops requirements on a case-by-case basis. Water quality-based requirements: Should technology-based standards not be stringent enough, Water Quality Based Effluent Limits (WQBEL) are developed to ensure that water quality standards are attained."
 Regulatory framework , NPDES Permit Program ,WQBELs are based on ambient water quality standards.Permit componentsAll NPDES permits must contain the following five components: Cover page – indicates authorization for discharging and its locations Effluent limits – limits used to control discharges through technology-based or water quality-based standards Monitoring and reporting requirements – used to determine permit compliance Special conditions – can be used to supplement effluent limits Standard conditions – pre-established conditions that apply to all NPDES permitsPermit violationA permitee can be in violation of their permit when they discharge pollutants at a level higher than what is specified on their permit or discharge without a permit.
 Regulatory framework , NPDES Permit Program ,They can also be in violation if they fail to comply with the monitoring and enforcement portion of the permit.
 Regulatory framework , NPDES Permit Program ,"EnforcementSince the NPDES permit program is a self-monitoring system where permitees are required to carry out detailed monitoring requirements, the EPA promotes ""compliance assistance"" as an enforcement technique, which ""helps permittees come into, and remain, in compliance with their permit, rather than going immediately to enforcement actions."" The EPA and state NPDES agencies have can perform periodic inspections and the EPA gives individual states the authority to enforce NPDES permits although the EPA has the right to carry out enforcement should a state not do so."
 Regulatory framework , NPDES Permit Program ,"Enforcement actions for violations include: injunctions, fines for typical violations, imprisonment for criminal violations, or supplemental environmental projects (SEP). Citizens may also bring suits against violators but they must first provide the EPA and state NPDES permit agency with the opportunity to take action."
 Regulatory framework , Stormwater management permits ,"To address the nationwide problem of stormwater pollution, Congress broadened the CWA definition of ""point source"" in 1987 to include industrial stormwater discharges and municipal separate storm sewer systems (""MS4""). These facilities are required to obtain NPDES permits. This 1987 expansion was promulgated in two phases. The Phase I regulation, promulgated in 1990, required that all municipalities of 100,000 persons or more, industrial dischargers, and construction sites of 5 acres (20,000 m2) or more have NPDES permits for their stormwater discharges. Phase I permits were issued in much of the U.S. in 1991."
 Regulatory framework , Stormwater management permits ,"The Phase II rule required that all municipalities, construction sites of 1 acre (4,000 m2) or more, and other large property owners (such as school districts) have NPDES permits for their stormwater discharges. EPA published the Phase II regulation in 1999. About 855 Phase I MS4s and 6,695 Phase II MS4s are regulated by the permit system, as of 2018. The MS4s serve over 80% of the US population and provide drainage for 4% of the land area.Most construction sites are covered by general permits. Other industrial sites that only discharge stormwater are typically covered by general permits."
 Regulatory framework , Stormwater management permits ,"Industrial stormwater dischargers that are otherwise required to have individual permits (due to their process wastewater and/or cooling water discharges), typically have the stormwater management requirements added to their individual permits. In addition to implementing the NPDES requirements, many states and local governments have enacted their own stormwater management laws and ordinances, and some have published stormwater treatment design manuals. Some of these state and local requirements have expanded coverage beyond the federal requirements. For example, the State of Maryland requires erosion and sediment controls on construction sites of 5,000 sq ft (460 m2) or more."
 Regulatory framework , Stormwater management permits ,"It is not uncommon for state agencies to revise their requirements and impose them upon counties and cities; daily fines ranging as high as $25,000 can be imposed for failure to modify their local stormwater permitting for construction sites, for instance."
 Regulatory framework , Indirect dischargers ,"An indirect discharger is one that sends its wastewater into a city sewer system, which carries it to the municipal sewage treatment plant or publicly owned treatment works (POTW). At the POTW, harmful pollutants in domestic sewage, called conventional pollutants, are removed from the sewage and then the treated effluent is discharged into a surface water body. The removed solids constitute sewage sludge, which typically receive further treatment prior to final disposal on land. (See Sewage sludge treatment.) POTWs are not designed to treat toxic or nonconventional pollutants in industrial wastewater, although they may incidentally remove some pollutants."
 Regulatory framework , National Pretreatment Program ,Indirect
 Regulatory framework , National Pretreatment Program ,dischargers
 Regulatory framework , National Pretreatment Program ,are
 Regulatory framework , National Pretreatment Program ,covered
 Regulatory framework , National Pretreatment Program ,by
 Regulatory framework , National Pretreatment Program ,the
 Regulatory framework , National Pretreatment Program ,"National Pretreatment Program, which enforces three types of discharge standards: prohibited discharge standards – protects against pollutants passing through the POTW untreated, and preventing interference with POTW treatment processes categorical standards – national, technology-based standards for industrial categories that limit the discharge of pollutants (see Effluent guidelines) local limits – address the specific needs of a POTW and its receiving waters.The goal of the pretreatment program is to protect municipal wastewater treatment plants from damage that may occur when hazardous, toxic, or other wastes are discharged into a sewer system, and to protect the quality of sludge generated by these plants."
 Regulatory framework , National Pretreatment Program ,"Discharges to a POTW are regulated either by the POTW itself, the state/tribe, or EPA."
 Regulatory framework , EPA water quality trading policy ,"The Clean Water Act has made great strides in reducing point source water pollution, but this effect is overshadowed by the fact that nonpoint source pollution, which is not subject to regulation under the Act, has correspondingly increased. One of the solutions to address this imbalance is point/nonpoint source trading of pollutants. EPA issued its Water Quality Trading Policy in 2003. At that time, many waters in the United States did not support their designated uses. Specifically, 40 percent of rivers, 45 percent of streams, and 50 percent of lakes that had been surveyed did not meet standards."
 Regulatory framework , EPA water quality trading policy ,"Consequently,"
 Regulatory framework , EPA water quality trading policy ,when
 Regulatory framework , EPA water quality trading policy ,EPA
 Regulatory framework , EPA water quality trading policy ,issued
 Regulatory framework , EPA water quality trading policy ,its
 Regulatory framework , EPA water quality trading policy ,trading
 Regulatory framework , EPA water quality trading policy ,policy
 Regulatory framework , EPA water quality trading policy ,it
 Regulatory framework , EPA water quality trading policy ,acknowledged
 Regulatory framework , EPA water quality trading policy ,"that ""the progress made toward restoring and maintaining the chemical, physical, and biological integrity of the nation's waters under the 1972 Clean Water Act and its National Pollutant Discharge Elimination System (NPDES) permits has been incomplete.""The purpose of the policy is to ""encourage voluntary trading programs that facilitate the implementation of TMDLs, reduce the costs of compliance with CWA regulations, establish incentives for voluntary reductions, and promote watershed-based initiatives (3)."" The policy supports the trading of nutrients such as nitrogen and phosphorus and sediment load reductions, but in order for it to be extended to other contaminants, more scrutiny is required."
 Regulatory framework , EPA water quality trading policy ,"All water quality trading programs are subject to the requirements of the Clean Water Act.The Trading Policy outlines basic ground rules for trading by specifying viable pollutants, how to set baselines, and detailing the components of credible trading programs. It also stipulates that trades must occur within the same watershed. Water quality trading programs are subject to the stipulations of the Clean Water Act."
 Regulatory framework , Other laws that may affect some NPDES permits ,"Endangered Species Act: Federal agencies must consult with the U.S. Fish and Wildlife Service to ensure that discharges from a project (e.g., a new or expanded industrial facility) will not endanger a threatened species or their habitat. National Environmental Policy Act (NEPA): Only discharges that are subject to New Source Performance Standards (or new sources otherwise defined in the NPDES regulations) are subject to NEPA review prior to being issued a permit. National Historic Preservation Act: Prior to issuing a permit, EPA Regional Administrators must adopt measures that mitigate adverse effects on properties in the National Register of Historic Places."
 Regulatory framework , Other laws that may affect some NPDES permits ,"Coastal Zone Management Act: Permits will not be issued unless the permitees certifies that proposed activities, which would affect land or water use in coastal zones, comply with the Coastal Zone Management Act. Wild and Scenic Rivers Act: Prohibits issuance of permit for water resources projects that will have a direct, adverse effect on the values for which a national wild and scenic river was established. Fish and Wildlife Coordination Act: Jurisdiction over wildlife resources must be established prior to permit issuance so that resources can be conserved."
 Regulatory framework , Other laws that may affect some NPDES permits ,"Magnuson-Stevens Act: The ""Essential Fish Habitat Provisions"" in the law require EPA to consult with the National Marine Fisheries Service for any EPA-issued permits which may adversely affect essential fish habitat."
 Problems/issues/concerns , Cost issues for monitoring ,"Monitoring of water bodies is the responsibility of authorized states, not the EPA. In 1997, EPA estimated that private and public point source control costs were $14 billion and $34 billion, respectively. The EPA has acknowledged that states have not adequately funded their monitoring programs, which has led to some uncertainty regarding the quality of most surface waters."
 Problems/issues/concerns , Self-monitoring and self-reporting ,"In many cases, the enforcement mechanisms of the Clean Water Act have created tension between regulators, regulated parties, and local citizens. Most NPDES permits require dischargers to monitor and report the contents of their discharges to the appropriate authorities. This requirement is potentially self-incriminating, forcing industries to provide information that may subject them to penalties and legal constraints. As a result, some dischargers go to great lengths to avoid penalties, including falsifying discharge monitoring reports and tampering with monitoring equipment. In United States v."
 Problems/issues/concerns , Self-monitoring and self-reporting ,"Hopkins, the court ruled on a case where the vice president for manufacturing at Spirol International Corporation was charged with three criminal violations for falsifying water samples sent to state regulatory agencies. Spirol diluted his samples, which contained high levels of zinc, with tap water on numerous occasions and frequently ordered his subordinates to reduce the zinc concentration in the water by running it through a coffee filter."
 Problems/issues/concerns , Tensions between state and federal government ,"Like other environmental laws, the Clean Water Act delegates many enforcement responsibilities to state agencies. While the burden of enforcement may be transferred to the states, federal agencies reserve the right to approve or reject state plans for dealing with water pollution. This relationship reduces the regulatory burden on federal agencies, but can lead to confusion and tension between the two regulators. Many of these tensions arise with regards to the commerce clause of the constitution. Until recently, the commerce clause has given the federal government considerable authority in regulating states' decisions about water use."
 Problems/issues/concerns , Tensions between state and federal government ,"In 2000, the United States Supreme Court ruled on Solid Waste Agency of Northern Cook County v. US Army Corps of Engineers. This ruling struck down the Corps' ability to prevent the construction of a disposal site for non-hazardous waste in Illinois based on power derived from the commerce clause. The Corps cited the Migratory Bird Rule when they initially denied the section 404 permit under the Clean Water Act. The migratory bird rule was meant to protect habitats used by migratory birds, which included the abandoned mining site that SWANCC had proposed to construct the waste disposal site."
 Problems/issues/concerns , Tensions between state and federal government ,"Chief Justice Rehnquist wrote: ""Congress passes the CWA for the state purpose of 'restoring and maintaining the chemical, physical, and biological integrity of the Nation's waters.' In doing so,, Congress chose to recognize, preserve, and protect the primary responsibilities and rights of States to prevent, reduce, and eliminate pollution, to plan the development and use... of land and water resources..."". In reversing the Corps' decision to issue a permit, the court reversed a trend and placed a check on federal power over state land use and water rights."
 Problems/issues/concerns , Tensions between state and federal government ,"Tensions between federal and state agencies concerning interstate commerce and point source water pollution continue, and are a reality of the Clean Water Act."
 Problems/issues/concerns , Coeur Alaska v. Southeast Alaska Conservation Council ,"In 2009, the Supreme Court ruled on Coeur Alaska, Inc. v. Southeast Alaska Conservation Council. The case concerned the re-opening of a gold mine outside Juneau, Alaska that had been out of operation since 1928. Coeur Alaska planned to utilize froth flotation in order to extract gold, creating 4.5 million tons of tailings over the course of its lifetime. The mining company opted to dispose of the tailings in nearby Lower Slate Lake, requiring a permit to comply with the Clean Water Act."
 Problems/issues/concerns , Coeur Alaska v. Southeast Alaska Conservation Council ,"The tailings would fundamentally change the physical and chemical characteristics of the lake, raising the lake bed by 50 feet and expanding the area from 23 to 60 acres. Coeur Alaska proposed to temporarily re-route nearby streams around Lower Slate Lake until they could purify the water and re-introduce the natural flow patterns. Tailings from froth flotation contain high concentrations of heavy metals, including aluminum, which have toxic effects of aquatic organisms. As a result, the disposal of these tailings into Lower Slate Lake is eligible for a section 402 permit for discharge of a pollutant from the EPA (NPDES permit)."
 Problems/issues/concerns , Coeur Alaska v. Southeast Alaska Conservation Council ,"The nature of the tailings also justifies their categorization as a fill material, or a ""material [that] has the effect of… changing the bottom elevation"" of a water body. Consequently, Coeur Alaska was also eligible for a ""Dredge and Fill"" permit from the Army Corps of Engineers under CWA section 404. The company applied for this latter permit and received authorization from the Corps to dump the tailings into Lower Slate Lake."
 Problems/issues/concerns , Coeur Alaska v. Southeast Alaska Conservation Council ,"The Southeast Alaska Conservation Council contended that disposal of the tailings is explicitly banned by section 306(e) of the Clean Water Act, and would therefore make Coeur Alaska ineligible for a NPDES permit. The Court ruled in favor of Coeur Alaska, explaining that if the Army Corps of Engineers has authority to issue a permit under section 404, the EPA does not have authority to issue a section 402 permit. They asserted that the law is ambiguous as to whether section 306 applies to fill materials and found no erroneous or unreasonable behavior by the Corps."
 Problems/issues/concerns , Coeur Alaska v. Southeast Alaska Conservation Council ,"As a result, although the tailings would explicitly violate the Clean Water Act under section 402, the Corps may issue a dredge and fill permit. This decision has not resonated well with environmental groups, who are worried that the decision may allow companies to discharge massive amounts of hazardous pollutants by avoiding the NPDES permitting procedure. Of particular concern is the mountaintop mining industry, which has the capacity to fundamentally alter aquatic ecosystems by filling in water bodies with sediment and mining debris."
 Problems/issues/concerns , Coeur Alaska v. Southeast Alaska Conservation Council ,This tension between various sections within the Clean Water Act is sure to receive considerable attention in future years.
 Other emerging regulatory approaches , Definition ,"Water quality trading (WQT) is a market-based approach, implemented on a watershed-scale, used to improve or maintain water quality. It involves the voluntary exchange of pollution reduction credits from sources with low costs of pollution control to those with high costs of pollution control. WQT programs are still subject to the requirements of the Clean Water Act, but they can be used to reduce the overall cost of compliance. Usually, permitted point sources of water pollution, such as wastewater treatment plants, have high discharge treatment costs, whereas nonpoint sources of water pollution, such as agriculture, have low costs of pollution reduction."
 Other emerging regulatory approaches , Definition ,"Therefore, it is generally assumed that most trades would take place between point sources and nonpoint sources. However, point source-point source trades could also occur as well as pretreatment trades and intra-plant trades."
 Other emerging regulatory approaches , Background ,"Most of the water quality trading markets currently in operation are focused on the trading of nutrients such as phosphorus and nitrogen. However, increasing interest has been shown in trading programs for sediment runoff, biological oxygen demand, and temperature. WQT programs can be used to preserve good water quality in unimpaired waters by counterbalancing new or increased pollutant discharges."
 Other emerging regulatory approaches , Background ,"In impaired waters, a WQT program can be used to improve water quality by reducing pollutant discharges in order to meet a specified water quality standard or total maximum daily load (TMDL).TMDLs apply to both point sources and nonpoint sources and they represent the primary impetus for WQT programs. Point sources of pollutants that require NPDES permits often have strict discharge limits based on a TMDL. WQT can allow these sources to obtain lower costs of compliance, while still achieving the overall desired pollution reduction. Several factors influence whether or not a TMDL-based water quality trading program will be successful."
 Other emerging regulatory approaches , Background ,"First, the market must be appropriately structured within the regulatory framework of the Clean Water Act. Second, the pollutant must be well-suited for trading. Third, implementation of a WQT market requires public input and voluntary participation. Finally, there must be adequate differences in pollution control costs and available opportunities for reduction."
 Other emerging regulatory approaches , Credits and trade ratios ,"In a WQT market, a unit of pollutant reduction is called a credit. A point source can generate credits by reducing its discharge below its most stringent effluent limitation and a nonpoint source can generate credits ""by installing best management practices (BMPs) beyond its baseline"". Before being able to purchase credits, source must first meet its technology-based effluent limit (TBEL). The credits can then be used to meet water quality-based effluent limits (WQBEL).In order to ensure that trades are effective and do not result in more pollution than would occur in their absence, trade ratios are used."
 Other emerging regulatory approaches , Credits and trade ratios ,"Trade ratios can have several components including: Location: Source location relevant to the downstream area of concern can be an important factor. Delivery: The distance between sources can play a role in determining whether permit requirements are met at the outfall. Uncertainty: Nonpoint source reductions can be difficult to quantify. Equivalency: Sources may be discharging different forms of the same pollutant. Retirement: Credits may be retired to achieve further water quality improvement.Permitted point sources can trade with other point sources or nonpoint sources. Trades can occur directly, or be brokered by third parties."
 Other emerging regulatory approaches , Credits and trade ratios ,"However, when dealing with nonpoint source reductions, a level of uncertainty does exist. In order to address this, monitoring should be conducted. Modeling can also be used as a supplement to monitoring. Uncertainty can also be mitigated by field testing BMPs and using conservative assumptions for BMP efficacy."
 Other emerging regulatory approaches , Benefits ,"There are many economic, environmental, and social benefits that can be gained by establishing a WQT market within a watershed. Economically, since WQT is a market-based policy instrument, substantial savings can be generated while still achieving a mandated water quality goal. According to The National Cost to Implement Total Maximum Daily Loads (TMDLs) Draft report, flexible approaches to improving water quality, such as WQT markets, could save $900 million per year when compared with the least flexible approach (3). In 2008, WQT programs were worth $11 million, but have the potential for rapid growth."
 Other emerging regulatory approaches , Benefits ,"Other economic benefits of WQT include a reduction in the overall costs of compliance, the ability for dischargers to take advantages of economies of scale and differences in treatment efficiencies, and the ability to maintain growth without further harming the environment.The environmental benefits of WQT programs are also numerous. First, habitats and ecosystems are protected and/or improved. Second, water quality objectives are able to be achieved in a timely manner. Third, there is incentive for innovation and creation of pollution prevention technologies. Finally, nonpoint sources are included in solving water quality problems."
 Other emerging regulatory approaches , Benefits ,Social benefits include dialog among watershed stakeholders and incentives for all dischargers to reduce their pollution.
 Other emerging regulatory approaches , Factors influencing success ,"The success of a WQT market is determined by several factors including the pollutant of interest, physical characteristics of the affected watershed, control costs, trading mechanisms, and stakeholder participation and willingness. It is also important that the desired level of pollution reduction is not so great that all sources must reduce the maximum amount possible because this would eliminate surplus reductions to be used for credits."
 Other emerging regulatory approaches , Obstacles to implementation ,"The biggest obstacle to the widespread adoption of WQT markets is lack of supply and demand. In fact, studies of current water quality trading programs indicate that the typical problems associated with inhibition of water quality trading, such as high transaction costs, poor institutional infrastructure, and uncertain criteria, are being overcome. The main problem is that, under existing regulatory conditions, there are simply not enough willing buyers and sellers. Currently, most nonpoint sources of water pollution are unregulated or, assuming detection occurs, have relatively small consequences for violations. Consequently, nonpoint sources do not have incentive to participate in WQT."
 Other emerging regulatory approaches , Obstacles to implementation ,"For WQT markets to be successful, greater demand is needed for pollution credits. For this to happen, water quality standards need to be clear and enforceable."
 Other emerging regulatory approaches , Contrast to emissions trading ,"Given the success of the sulfur dioxide emission trading market that was established to combat acid rain, at first glance it seems that this level of success should be easily extended to water quality trading. However, the reason this has not occurred yet comes down to a fundamental difference between water pollution and air pollution, and the process of establishing their respective markets. Establishing an emissions market, in principle, has three steps: (1) set a cap on emissions, (2) allocate portions of the cap to individual firms, and (3) allow each firm to meet its allowance through emission reduction or trade."
 Other emerging regulatory approaches , Contrast to emissions trading ,"The difference with water pollution, however, is that the problems that cause local water quality issues differ from those that create regional air pollution problems. Discharges into water are difficult to measure and effects are dependent on a variety of other factors and vary with weather and location."
 Other emerging regulatory approaches , Overview ,"The border region (approximately 2,000 miles (3,200 km) long and 62 miles (100 km) wide) is predominantly arid and contains seven watersheds including the Rio Grande which forms part of the border. The watersheds provide numerous benefits for the 14 cities and over nine million people in the region. However, increasing population, the arid climatic conditions of the region, the nature of economic activities along the rivers, increased trade, and uncontrolled emissions into them have placed tremendous pressure on water resources and threatened natural ecosystems."
 Other emerging regulatory approaches , Overview ,A large proportion of the population lacks access to clean drinking water and sanitation triggering public health concerns.
 Other emerging regulatory approaches , Policy issues ,"Point source water pollution is a source of concern along the US-Mexico border as pollutants from both countries are entering shared waterways due to agricultural runoff, industrial discharge, and untreated sewage. Various policy issues arise in attempting to deal with this and include: Some pollution originates from areas beyond the border region as pollution is carried into the region by the waterways. This makes it difficult to regulate as discharges are difficult to apportion and control. Pollution is caused by and affects both countries therefore requiring a joint response."
 Other emerging regulatory approaches , Policy issues ,The socio-economic differences between the two countries have implications for policy implementation and enforcement. Various interests are represented with strong influence from environmental and social groups. Multiple levels of government agencies are also involved.
 Other emerging regulatory approaches , Policy responses ,"There have been several attempts to address environmental concerns in the border region in the past by both governments. Significant intervention, however, resulted from the North American Free Trade Agreement (NAFTA) of 1994 between the U.S., Canada, and Mexico which renewed concerns over the environmental quality of the region due to increased trade in the region. The two governments therefore entered into the US-Mexico Border Environment Cooperation Agreement which created a number of institutions and programs. The Border Environment Cooperation Commission (BECC) and the North American Development Bank (NADB) were created to address border environmental-infrastructure issues and began operation in 2004."
 Other emerging regulatory approaches , Policy responses ,Distinct characteristics of these institutions and their approach are that they: are truly bi-national (have members from both countries) at all levels; emphasize a bottom-up approach with enhanced public participation; have a preference to assist disadvantaged communities; avoid regulatory or standard-driven approaches; emphasize economic and environmental sustainability. (As of 2018 the two organizations are in the process of merging into a single entity.) The US-Mexico Border Program was also created by the agreement and placed under the management of EPA (through its Region 6 and 9 offices) to correct the oversights of previous institutions and give guidance to cross-border environmental policy.
 Other emerging regulatory approaches , Policy responses ,"The three institutions work together to identify, develop, finance and implement projects in the communities and certify them as ""environmentally sustainable"" subsequently funding them through a grant-making process. Communities, public, and private entities (sponsors) are invited to submit water and wastewater infrastructure projects. These projects are required to meet certain criteria to qualify for certification and funding. Among other requirements, they have to address an eligible environmental sector; must have a U.S.-side benefit; and have adequate planning, operations and maintenance, and pretreatment provisions."
 Other emerging regulatory approaches , Policy responses ,"One specific provision touching on point-source water pollution states that ""projects where the discharge is directly or indirectly to U.S. side waters, must target achievement of U.S. norms for ambient water quality in U.S. side waters, although infrastructure development may be phased over time. Any flow reductions that result from implementation of non-discharging alternatives must not threaten U.S. or shared ecosystems"". Projects receive significant input from the communities living in the region in determining their sustainability. After certification, the project then receives funding from the NADB."
 Other emerging regulatory approaches , Policy responses ,"As of 2018 NADB has certified 246 projects worth approximately three billion dollars.The border program has also facilitated direct provision of infrastructure by the federal and state governments such as the construction of wastewater treatment plants, sewer lines, and raw water storage lagoons. One such example is the construction of the Matamoros lift station which is the first phase in eliminating raw sewage discharges into the Rio Grande. Further, the program emphasizes the provision of environmental education and information to communities living in the region."
 Other emerging regulatory approaches , Policy responses ,Nonpoint source water pollution regulations in the United States Summary of the Clean Water Act NPDES State Program Information EPA Envirofacts - One-stop data search across all EPA programs
 Dam failure ,,"At around 5:30 am on July 16, 1979, a previously identified crack opened into a 20-foot-breach (6.1 m) in the south cell of United Nuclear Corporation's Church Rock temporary uranium mill tailings disposal pond, and 1,100 short tons (1,000 t) of solid radioactive mill waste and about 93 million US gallons (350,000 m3) of acidic, radioactive tailings solution flowed into Pipeline Arroyo, a tributary of the Puerco River. Warnings of an impending spill had been ignored by the state and by United Nuclear Corporation."
 Dam failure ,,"Though the uranium mill only bordered the Navajo Nation, the tailings spilled onto the Navajo Nation as they flowed down the Puerco River. The tailings solution had a pH of 1.2 and a gross alpha particle activity of 128 nanocuries (4.7 kBq) per liter. In addition to radioactive uranium, thorium, radium and polonium, it also contained various other metals, including cadmium, aluminium, magnesium, manganese, molybdenum, nickel, selenium, sodium, vanadium, zinc, iron, and lead, and also high concentrations of sulfates."
 Dam failure ,,"The contaminated water from the Church Rock spill traveled 80 miles (130 km) downstream, through Gallup, New Mexico, and reached as far as Navajo County, Arizona. The flood backed up sewers, affected nearby aquifers, and left stagnating, contaminated pools on the riverside.As the highly acidic spill traveled downstream, alkaline soils and clays neutralized the acid and adsorbed many of the contaminants. The contaminated sediments were gradually dispersed by the river and diluted by ""clean"" sediment. In parts of the river system with higher concentrations of contaminants, yellow salt crystals precipitated onto the arroyo bed."
 Dam failure ,,"These salts, containing metals and radionuclides, were washed away during subsequent rainstorms. Approximately one month after the spill, the Puerco River had regained normal levels of salinity, acidity, and radioactivity at low flow levels, with contaminants being detectable only after heavy rains. The EPA reported no long-term effects of the spill, but noted that contaminant levels from uranium mine effluents and natural sources were ""environmentally significant""."
 Dam failure , Response ,"At 6:00 am, a United Nuclear Corporation employee noticed the breach and suspended further discharge of tailings solution to the holding pond. By 8:00, a temporary dike had stopped the flow of residual tailings solution.Several days after the spill, the Indian Health Service and the Environmental Improvement Division of New Mexico warned local residents over the radio and with signs written only in English not to drink from, water livestock at, or enter the Puerco River. Many Navajo people in the area speak only Diné, an Athabaskan language spoken by 150,000 people on the Navajo Nation."
 Dam failure , Response ,"The states of Arizona and New Mexico failed to make their residents immediately aware of the dangers of radiation. United Nuclear Corporation employees were dispatched to warn Navajo-speaking residents downstream in accordance with a state contingency plan, but not until a few days after the spill."
 Dam failure , Response ,"The Navajo Nation asked the governor of New Mexico, Bruce King, to request disaster assistance from the US government and have the site declared a disaster area, but he refused, an action that limited disaster relief assistance to the Navajo Nation.Although the New Mexico Environmental Improvement Division said the spill's ""short-term and long-term impacts on people and the environment were quite limited"", ponds of uranium-contaminated water lined the Puerco River and seeped into wells. United Nuclear denied claims that the spill caused livestock deaths, even though the Navajo economy, which was dependent on the sale of mutton was harmed."
 Dam failure , Response ,"The company said in a statement issued by an attorney, ""We just don't know of any substance to those claims. Some people aren't going to be satisfied no matter how thoroughly you show it."" Navajo Tribal Council's vice president Frank Paul said of the worst spill in US history, ""Somehow, United Nuclear Corporation was permitted to locate a tailings pond and a dam on an unstable geologic formation. Somehow, UNC was allowed to design an unsafe tailings dam not in conformance to its own design criteria."
 Dam failure , Response ,"Somehow, UNC was permitted to inadequately deal with warning cracks that had appeared over two years prior to the date the dam failed. Somehow, UNC was permitted to continue a temporary dam for six months beyond its design life. Somehow, UNC was permitted to have a tailings dam without either an adequate contingency plan or sufficient men and material in place to deal with a spill."
 Dam failure , Response ,"Somehow, UNC was permitted to deal with the spill by doing almost nothing.""Under the ""agreement state"" legislative framework of the Uranium Mill Tailings Radiation Control Act, the Nuclear Regulatory Commission left New Mexico to handle the dam failure until October 12, 1979, when it was notified that the state would permit the uranium mill to resume operation that week. The NRC then suspended United Nuclear's operating license until it could be determined that the embankment was stable. After fewer than four months of downtime following the dam failure, the mill resumed operations on November 2, 1979."
